
Handle=0
D_DDTBL3 	 ofs=0023B960, sz=64808; 
D_AMPIE  	 ofs=00242390, sz=15047; 
D_THEDA3 	 ofs=00244110, sz=18795; 
D_ADRIAN 	 ofs=00246280, sz=5848; 
D_MESSG2 	 ofs=00247180, sz=21848; 
D_ROMER2 	 ofs=00249200, sz=45496; 
D_TENSE  	 ofs=0024B570, sz=33681; 
D_SHAWN3 	 ofs=0024CA40, sz=21774; 
D_OPENIN 	 ofs=0024E410, sz=26014; 
D_EVIL   	 ofs=00250BC0, sz=12491; 
D_ULTIMA 	 ofs=00252010, sz=10572; 
D_READ_M 	 ofs=00252DA0, sz=35920; 
D_DM2TTL 	 ofs=00257350, sz=3604; 
D_DM2INT 	 ofs=00258170, sz=17498; 
DPDSHTGN 	 ofs=0025A220, sz=36; 
DSDSHTGN 	 ofs=0025A250, sz=8792; 
DPDBOPN  	 ofs=0025C4B0, sz=14; 
DSDBOPN  	 ofs=0025C4C0, sz=3263; 
DPDBCLS  	 ofs=0025CC60, sz=14; 
DSDBCLS  	 ofs=0025CC70, sz=4546; 
DPDBLOAD 	 ofs=0025DE40, sz=14; 
DSDBLOAD 	 ofs=0025DE50, sz=4669; 
DPVIPAIN 	 ofs=0025E790, sz=14; 
DSVIPAIN 	 ofs=0025E7A0, sz=10599; 
DPMNPAIN 	 ofs=00261110, sz=83; 
DSMNPAIN 	 ofs=00261170, sz=11358; 
DPPEPAIN 	 ofs=00263DD0, sz=43; 
DSPEPAIN 	 ofs=00263E00, sz=7963; 
DPBSPSIT 	 ofs=00265D20, sz=54; 
DSBSPSIT 	 ofs=00265D60, sz=10804; 
DPKNTSIT 	 ofs=002687A0, sz=65; 
DSKNTSIT 	 ofs=002687F0, sz=13685; 
DPVILSIT 	 ofs=0026BD70, sz=59; 
DSVILSIT 	 ofs=0026BDB0, sz=17875; 
DPMANSIT 	 ofs=00270390, sz=14; 
DSMANSIT 	 ofs=002703A0, sz=13109; 
DPPESIT  	 ofs=002736E0, sz=82; 
DSPESIT  	 ofs=00273740, sz=12113; 
DPSKEPCH 	 ofs=002766A0, sz=14; 
DSSKEPCH 	 ofs=002766B0, sz=3138; 
DPVILATK 	 ofs=00277300, sz=14; 
DSVILATK 	 ofs=00277310, sz=16942; 
DPSKESWG 	 ofs=0027B540, sz=24; 
DSSKESWG 	 ofs=0027B560, sz=2313; 
DPBSPDTH 	 ofs=0027BB40, sz=64; 
DSBSPDTH 	 ofs=0027BB80, sz=18076; 
DPVILDTH 	 ofs=0027E6F0, sz=66; 
DSVILDTH 	 ofs=0027E740, sz=12626; 
DPKNTDTH 	 ofs=002818A0, sz=55; 
DSKNTDTH 	 ofs=002818E0, sz=7100; 
DPPEDTH  	 ofs=002834A0, sz=87; 
DSPEDTH  	 ofs=00283500, sz=16574; 
DPSKEDTH 	 ofs=002875C0, sz=43; 
DSSKEDTH 	 ofs=002875F0, sz=14586; 
DPBSPACT 	 ofs=0028AEF0, sz=23; 
DSBSPACT 	 ofs=0028AF00, sz=13226; 
DPBSPWLK 	 ofs=0028E2B0, sz=8; 
DSBSPWLK 	 ofs=0028E2C0, sz=5284; 
DPVILACT 	 ofs=0028F770, sz=61; 
DSVILACT 	 ofs=0028F7B0, sz=13247; 
DPFLAME  	 ofs=00292B70, sz=14; 
DSFLAME  	 ofs=00292B80, sz=11198; 
DPFLAMST 	 ofs=00295740, sz=14; 
DSFLAMST 	 ofs=00295750, sz=5584; 
DPBOSPIT 	 ofs=00296D20, sz=14; 
DSBOSPIT 	 ofs=00296D30, sz=43682; 
DPBOSCUB 	 ofs=002A17E0, sz=14; 
DSBOSCUB 	 ofs=002A17F0, sz=12189; 
DPBOSSIT 	 ofs=002A35B0, sz=14; 
DSBOSSIT 	 ofs=002A35C0, sz=57072; 
DPBOSPN  	 ofs=002B14B0, sz=14; 
DSBOSPN  	 ofs=002B14C0, sz=42948; 
DPBOSDTH 	 ofs=002BBC90, sz=14; 
DSBOSDTH 	 ofs=002BBCA0, sz=41499; 
DPMANATK 	 ofs=002C5EC0, sz=14; 
DSMANATK 	 ofs=002C5ED0, sz=11787; 
DPMANDTH 	 ofs=002C8CE0, sz=14; 
DSMANDTH 	 ofs=002C8CF0, sz=21627; 
DPSSSIT  	 ofs=002CE170, sz=14; 
DSSSSIT  	 ofs=002CE180, sz=7259; 
DPSSDTH  	 ofs=002CFDE0, sz=14; 
DSSSDTH  	 ofs=002CFDF0, sz=8062; 
DPKEENPN 	 ofs=002D1D70, sz=14; 
DSKEENPN 	 ofs=002D1D80, sz=4347; 
DPKEENDT 	 ofs=002D2E80, sz=14; 
DSKEENDT 	 ofs=002D2E90, sz=8634; 
DPSKEACT 	 ofs=002D5050, sz=49; 
DSSKEACT 	 ofs=002D5090, sz=10543; 
DPSKESIT 	 ofs=002D79C0, sz=31; 
DSSKESIT 	 ofs=002D79E0, sz=11711; 
DPSKEATK 	 ofs=002DA7A0, sz=69; 
DSSKEATK 	 ofs=002DA7F0, sz=14562; 
DPRADIO  	 ofs=002DE0E0, sz=14; 
DSRADIO  	 ofs=002DE0F0, sz=2476; 
HELP     	 ofs=002DEAA0, sz=68168; PIC? xs=152,ys=320,xo=200,yo=522
VICTORY2 	 ofs=002E6AA0, sz=66888; PIC? xs=152,ys=320,xo=200,yo=522
PFUB1    	 ofs=002EF4D0, sz=66888; PIC? xs=152,ys=320,xo=200,yo=522
PFUB2    	 ofs=002F5750, sz=66888; PIC? xs=152,ys=320,xo=200,yo=522
END0     	 ofs=002FD450, sz=6152; PIC? xs=152,ys=100,xo=61,yo=522
END1     	 ofs=002FDCF0, sz=6128; PIC? xs=152,ys=100,xo=61,yo=522
END2     	 ofs=002FE5F0, sz=6084; PIC? xs=152,ys=101,xo=61,yo=522
END3     	 ofs=002FEF20, sz=6032; PIC? xs=152,ys=101,xo=61,yo=522
END4     	 ofs=002FF910, sz=5936; PIC? xs=152,ys=101,xo=61,yo=522
END5     	 ofs=003003C0, sz=5888; PIC? xs=152,ys=101,xo=63,yo=522
END6     	 ofs=00300ED0, sz=5840; PIC? xs=152,ys=101,xo=63,yo=522
TITLEPIC 	 ofs=00301A50, sz=68168; PIC? xs=152,ys=320,xo=200,yo=522
CREDIT   	 ofs=0030BE50, sz=68168; PIC? xs=152,ys=320,xo=200,yo=522
BOSSBACK 	 ofs=00314FF0, sz=68168; PIC? xs=152,ys=320,xo=200,yo=522
AMMNUM0  	 ofs=0031C750, sz=48; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM1  	 ofs=0031C780, sz=32; PIC? xs=2,ys=5,xo=-1,yo=0
AMMNUM2  	 ofs=0031C7A0, sz=60; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM3  	 ofs=0031C7E0, sz=60; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM4  	 ofs=0031C820, sz=44; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM5  	 ofs=0031C850, sz=60; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM6  	 ofs=0031C890, sz=56; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM7  	 ofs=0031C8D0, sz=52; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM8  	 ofs=0031C910, sz=60; PIC? xs=3,ys=5,xo=-1,yo=0
AMMNUM9  	 ofs=0031C950, sz=52; PIC? xs=3,ys=5,xo=-1,yo=0
STBAR    	Sofs=0031C990, sz=13128; PIC? xs=152,ys=320,xo=32,yo=522
STGNUM0  	 ofs=0031DFD0, sz=68; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM1  	 ofs=0031E020, sz=64; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM2  	Sofs=0031E060, sz=76; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM3  	Sofs=0031E0B0, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM4  	Sofs=0031E100, sz=60; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM5  	Sofs=0031E140, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM6  	Sofs=0031E190, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM7  	Sofs=0031E1E0, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM8  	 ofs=0031E230, sz=76; PIC? xs=4,ys=6,xo=0,yo=0
STGNUM9  	 ofs=0031E280, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STTMINUS 	 ofs=0031E2D0, sz=128; 
STTNUM0  	Sofs=0031E330, sz=320; PIC? xs=14,ys=16,xo=0,yo=0
STTNUM1  	Sofs=0031E470, sz=244; 
STTNUM2  	Sofs=0031E510, sz=336; PIC? xs=152,ys=14,xo=16,yo=514
STTNUM3  	Sofs=0031E5F0, sz=336; PIC? xs=152,ys=14,xo=16,yo=514
STTNUM4  	Sofs=0031E6C0, sz=316; PIC? xs=152,ys=14,xo=16,yo=514
STTNUM5  	Sofs=0031E780, sz=348; PIC? xs=14,ys=16,xo=0,yo=0
STTNUM6  	Sofs=0031E8E0, sz=340; PIC? xs=152,ys=14,xo=16,yo=514
STTNUM7  	Sofs=0031E9C0, sz=276; PIC? xs=152,ys=14,xo=16,yo=514
STTNUM8  	Sofs=0031EA60, sz=348; PIC? xs=152,ys=14,xo=16,yo=514
STTNUM9  	Sofs=0031EB40, sz=336; PIC? xs=152,ys=14,xo=16,yo=514
STTPRCNT 	Sofs=0031EC20, sz=328; PIC? xs=152,ys=14,xo=16,yo=514
STYSNUM0 	Sofs=0031ED00, sz=68; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM1 	Sofs=0031ED50, sz=64; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM2 	Sofs=0031ED90, sz=76; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM3 	Sofs=0031EDE0, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM4 	Sofs=0031EE30, sz=60; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM5 	Sofs=0031EE70, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM6 	Sofs=0031EEC0, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM7 	Sofs=0031EF10, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM8 	Sofs=0031EF60, sz=76; PIC? xs=4,ys=6,xo=0,yo=0
STYSNUM9 	Sofs=0031EFB0, sz=72; PIC? xs=4,ys=6,xo=0,yo=0
STKEYS0  	Sofs=0031F000, sz=104; 
STKEYS1  	Sofs=0031F050, sz=104; 
STKEYS2  	Sofs=0031F090, sz=104; 
STKEYS3  	Sofs=0031F0E0, sz=120; PIC? xs=7,ys=7,xo=0,yo=0
STKEYS4  	Sofs=0031F160, sz=120; PIC? xs=7,ys=7,xo=0,yo=0
STKEYS5  	Sofs=0031F1E0, sz=120; PIC? xs=7,ys=7,xo=0,yo=0
STDISK   	 ofs=0031F260, sz=392; 
STCDROM  	 ofs=0031F300, sz=328; PIC? xs=15,ys=15,xo=-1,yo=-1
STARMS   	Sofs=0031F450, sz=1648; PIC? xs=152,ys=40,xo=32,yo=514
STCFN033 	Sofs=0031F850, sz=72; PIC? xs=152,ys=4,xo=7,yo=514
STCFN034 	Sofs=0031F880, sz=100; PIC? xs=152,ys=7,xo=4,yo=514
STCFN035 	Sofs=0031F8C0, sz=116; PIC? xs=152,ys=7,xo=7,yo=514
STCFN036 	Sofs=0031F910, sz=128; PIC? xs=7,ys=8,xo=0,yo=0
STCFN037 	Sofs=0031F990, sz=144; PIC? xs=152,ys=9,xo=7,yo=514
STCFN038 	Sofs=0031F9F0, sz=132; PIC? xs=8,ys=7,xo=0,yo=0
STCFN039 	Sofs=0031FA80, sz=60; PIC? xs=152,ys=4,xo=4,yo=514
STCFN040 	Sofs=0031FAB0, sz=120; PIC? xs=7,ys=7,xo=0,yo=0
STCFN041 	Sofs=0031FB30, sz=120; PIC? xs=152,ys=7,xo=7,yo=514
STCFN042 	Sofs=0031FB80, sz=96; PIC? xs=152,ys=7,xo=7,yo=514
STCFN043 	Sofs=0031FBC0, sz=76; 
STCFN044 	Sofs=0031FBF0, sz=60; PIC? xs=4,ys=4,xo=0,yo=-3
STCFN045 	Sofs=0031FC30, sz=80; 
STCFN046 	Sofs=0031FC60, sz=56; PIC? xs=4,ys=3,xo=0,yo=-4
STCFN047 	Sofs=0031FCA0, sz=100; PIC? xs=152,ys=7,xo=7,yo=514
STCFN048 	Sofs=0031FCF0, sz=132; PIC? xs=152,ys=8,xo=7,yo=514
STCFN049 	Sofs=0031FD40, sz=84; PIC? xs=152,ys=5,xo=7,yo=514
STCFN050 	Sofs=0031FD80, sz=140; PIC? xs=152,ys=8,xo=7,yo=514
STCFN051 	Sofs=0031FDE0, sz=132; PIC? xs=152,ys=8,xo=7,yo=514
STCFN052 	Sofs=0031FE40, sz=116; PIC? xs=152,ys=7,xo=7,yo=514
STCFN053 	Sofs=0031FE90, sz=124; PIC? xs=152,ys=7,xo=7,yo=514
STCFN054 	Sofs=0031FEE0, sz=132; PIC? xs=152,ys=8,xo=7,yo=514
STCFN055 	Sofs=0031FF40, sz=120; PIC? xs=152,ys=8,xo=7,yo=514
STCFN056 	Sofs=0031FF90, sz=140; PIC? xs=152,ys=8,xo=7,yo=514
STCFN057 	Sofs=0031FFE0, sz=132; PIC? xs=8,ys=7,xo=0,yo=0
STCFN058 	Sofs=00320070, sz=84; PIC? xs=152,ys=4,xo=7,yo=514
STCFN059 	Sofs=003200A0, sz=72; PIC? xs=152,ys=4,xo=7,yo=514
STCFN060 	Sofs=003200D0, sz=80; PIC? xs=5,ys=7,xo=0,yo=0
STCFN061 	Sofs=00320120, sz=80; 
STCFN062 	Sofs=00320150, sz=80; PIC? xs=5,ys=7,xo=0,yo=0
STCFN063 	Sofs=003201A0, sz=128; PIC? xs=152,ys=8,xo=7,yo=514
STCFN064 	Sofs=003201F0, sz=156; PIC? xs=152,ys=9,xo=8,yo=514
STCFN065 	Sofs=00320260, sz=132; PIC? xs=152,ys=8,xo=7,yo=514
STCFN066 	Sofs=003202B0, sz=140; PIC? xs=152,ys=8,xo=7,yo=514
STCFN067 	Sofs=00320310, sz=140; PIC? xs=152,ys=8,xo=7,yo=514
STCFN068 	Sofs=00320370, sz=132; PIC? xs=152,ys=8,xo=7,yo=514
STCFN069 	Sofs=003203D0, sz=132; PIC? xs=8,ys=7,xo=0,yo=0
STCFN070 	Sofs=00320460, sz=128; PIC? xs=152,ys=8,xo=7,yo=514
STCFN071 	Sofs=003204B0, sz=132; PIC? xs=152,ys=8,xo=7,yo=514
STCFN072 	Sofs=00320510, sz=136; PIC? xs=152,ys=8,xo=7,yo=514
STCFN073 	Sofs=00320560, sz=72; PIC? xs=152,ys=4,xo=7,yo=514
STCFN074 	Sofs=00320590, sz=120; PIC? xs=152,ys=8,xo=7,yo=514
STCFN075 	Sofs=003205E0, sz=140; PIC? xs=152,ys=8,xo=7,yo=514
STCFN076 	Sofs=00320640, sz=120; PIC? xs=152,ys=8,xo=7,yo=514
STCFN077 	Sofs=00320690, sz=148; PIC? xs=152,ys=9,xo=7,yo=514
STCFN078 	Sofs=003206F0, sz=136; PIC? xs=152,ys=8,xo=7,yo=514
STCFN079 	Sofs=00320750, sz=124; PIC? xs=152,ys=8,xo=7,yo=514
STCFN080 	Sofs=003207A0, sz=128; PIC? xs=152,ys=8,xo=7,yo=514
STCFN081 	Sofs=003207F0, sz=136; PIC? xs=152,ys=8,xo=8,yo=514
STCFN082 	Sofs=00320850, sz=140; PIC? xs=152,ys=8,xo=7,yo=514
STCFN083 	Sofs=003208B0, sz=120; PIC? xs=152,ys=7,xo=7,yo=514
STCFN084 	Sofs=00320900, sz=120; PIC? xs=152,ys=8,xo=7,yo=514
STCFN085 	Sofs=00320950, sz=132; PIC? xs=152,ys=8,xo=7,yo=514
STCFN086 	Sofs=003209A0, sz=108; PIC? xs=152,ys=7,xo=7,yo=514
STCFN087 	Sofs=003209F0, sz=148; PIC? xs=152,ys=9,xo=7,yo=514
STCFN088 	Sofs=00320A50, sz=160; PIC? xs=152,ys=9,xo=7,yo=514
STCFN089 	Sofs=00320AB0, sz=124; PIC? xs=152,ys=8,xo=7,yo=514
STCFN090 	Sofs=00320B00, sz=128; PIC? xs=152,ys=7,xo=7,yo=514
STCFN091 	Sofs=00320B50, sz=92; PIC? xs=5,ys=7,xo=0,yo=0
STCFN092 	Sofs=00320BB0, sz=100; PIC? xs=7,ys=7,xo=0,yo=0
STCFN093 	Sofs=00320C20, sz=92; PIC? xs=5,ys=7,xo=0,yo=0
STCFN094 	Sofs=00320C80, sz=96; PIC? xs=152,ys=7,xo=5,yo=514
STCFN095 	Sofs=00320CC0, sz=104; 
STCFN121 	 ofs=00320CF0, sz=72; PIC? xs=152,ys=4,xo=7,yo=514
STFB1    	 ofs=00320D20, sz=1408; PIC? xs=152,ys=35,xo=31,yo=514
STFB0    	Sofs=00320DB0, sz=1408; PIC? xs=152,ys=35,xo=31,yo=514
STFB2    	 ofs=00320E40, sz=1408; PIC? xs=152,ys=35,xo=31,yo=514
STFB3    	 ofs=00320ED0, sz=1408; PIC? xs=152,ys=35,xo=31,yo=514
STPB1    	 ofs=00320F60, sz=1480; PIC? xs=152,ys=35,xo=33,yo=514
STPB0    	 ofs=00320FF0, sz=1480; PIC? xs=152,ys=35,xo=33,yo=514
STPB2    	 ofs=00321080, sz=1480; PIC? xs=152,ys=35,xo=33,yo=514
STPB3    	 ofs=00321110, sz=1480; PIC? xs=152,ys=35,xo=33,yo=514
STFST01  	Sofs=003211B0, sz=808; PIC? xs=24,ys=29,xo=-5,yo=-2
STFST00  	Sofs=003214E0, sz=808; PIC? xs=24,ys=29,xo=-5,yo=-2
STFST02  	Sofs=00321810, sz=808; PIC? xs=24,ys=29,xo=-5,yo=-2
STFTL00  	Sofs=00321B40, sz=884; PIC? xs=26,ys=30,xo=-5,yo=-1
STFTR00  	Sofs=00321EC0, sz=880; PIC? xs=26,ys=30,xo=-3,yo=-2
STFOUCH0 	Sofs=00322230, sz=844; PIC? xs=24,ys=31,xo=-5,yo=-1
STFEVL0  	Sofs=00322580, sz=816; 
STFKILL0 	Sofs=00322780, sz=824; 
STFST11  	Sofs=00322990, sz=808; PIC? xs=24,ys=29,xo=-5,yo=-2
STFST10  	Sofs=00322CC0, sz=808; PIC? xs=24,ys=29,xo=-5,yo=-2
STFST12  	Sofs=00322FF0, sz=800; PIC? xs=24,ys=29,xo=-5,yo=-2
STFTL10  	Sofs=00323310, sz=884; PIC? xs=26,ys=30,xo=-5,yo=-2
STFTR10  	Sofs=00323690, sz=888; PIC? xs=26,ys=30,xo=-3,yo=-2
STFOUCH1 	Sofs=00323A10, sz=844; PIC? xs=24,ys=31,xo=-5,yo=-1
STFEVL1  	Sofs=00323D60, sz=816; PIC? xs=24,ys=30,xo=-5,yo=-2
STFKILL1 	Sofs=00324090, sz=824; PIC? xs=24,ys=30,xo=-5,yo=-2
STFST21  	Sofs=003243D0, sz=828; PIC? xs=24,ys=30,xo=-5,yo=-2
STFST20  	Sofs=00324710, sz=824; PIC? xs=24,ys=30,xo=-5,yo=-2
STFST22  	Sofs=00324A50, sz=824; PIC? xs=24,ys=30,xo=-5,yo=-2
STFTL20  	Sofs=00324D90, sz=896; PIC? xs=27,ys=30,xo=-4,yo=-1
STFTR20  	Sofs=00325110, sz=896; PIC? xs=27,ys=30,xo=-4,yo=-1
STFOUCH2 	Sofs=00325490, sz=844; PIC? xs=24,ys=31,xo=-5,yo=-1
STFEVL2  	Sofs=003257E0, sz=816; PIC? xs=24,ys=30,xo=-5,yo=-2
STFKILL2 	Sofs=00325B10, sz=824; PIC? xs=24,ys=30,xo=-5,yo=-2
STFST31  	Sofs=00325E50, sz=836; PIC? xs=24,ys=31,xo=-5,yo=-1
STFST30  	Sofs=003261A0, sz=840; PIC? xs=24,ys=31,xo=-5,yo=-1
STFST32  	Sofs=003264F0, sz=832; PIC? xs=24,ys=31,xo=-5,yo=-1
STFTL30  	Sofs=00326830, sz=944; PIC? xs=29,ys=31,xo=-2,yo=-1
STFTR30  	Sofs=00326BE0, sz=908; PIC? xs=28,ys=30,xo=-3,yo=-2
STFOUCH3 	Sofs=00326F70, sz=844; PIC? xs=24,ys=31,xo=-5,yo=-1
STFEVL3  	Sofs=003272C0, sz=816; PIC? xs=24,ys=30,xo=-5,yo=-2
STFKILL3 	Sofs=003275F0, sz=824; PIC? xs=24,ys=30,xo=-5,yo=-2
STFST41  	Sofs=00327930, sz=836; PIC? xs=24,ys=31,xo=-5,yo=-1
STFST40  	Sofs=00327C80, sz=844; PIC? xs=24,ys=31,xo=-5,yo=-1
STFST42  	Sofs=00327FD0, sz=844; PIC? xs=24,ys=31,xo=-5,yo=-1
STFTL40  	Sofs=00328320, sz=984; PIC? xs=30,ys=31,xo=-1,yo=-1
STFTR40  	Sofs=00328700, sz=908; PIC? xs=28,ys=30,xo=-3,yo=-2
STFOUCH4 	Sofs=00328A90, sz=844; PIC? xs=24,ys=31,xo=-5,yo=-1
STFEVL4  	Sofs=00328DE0, sz=816; PIC? xs=24,ys=30,xo=-5,yo=-2
STFKILL4 	Sofs=00329110, sz=824; PIC? xs=24,ys=30,xo=-5,yo=-2
STFGOD0  	Sofs=00329450, sz=808; 
STFDEAD0 	Sofs=00329660, sz=836; PIC? xs=24,ys=31,xo=-5,yo=-1
M_DOOM   	 ofs=003299B0, sz=7572; PIC? xs=138,ys=125,xo=60,yo=2047
M_RDTHIS 	 ofs=0032AB00, sz=2312; PIC? xs=152,ys=121,xo=15,yo=644
M_OPTION 	 ofs=0032AFD0, sz=1856; PIC? xs=152,ys=92,xo=15,yo=522
M_QUITG  	 ofs=0032B3C0, sz=2220; PIC? xs=152,ys=116,xo=17,yo=522
M_NGAME  	 ofs=0032B8A0, sz=2128; PIC? xs=152,ys=110,xo=15,yo=522
M_SKULL1 	 ofs=0032BD20, sz=504; PIC? xs=20,ys=19,xo=0,yo=-1
M_SKULL2 	 ofs=0032BF20, sz=504; PIC? xs=20,ys=19,xo=0,yo=-1
M_THERMO 	 ofs=0032C120, sz=108; PIC? xs=5,ys=11,xo=-2,yo=-1
M_THERMR 	 ofs=0032C190, sz=140; PIC? xs=152,ys=6,xo=13,yo=514
M_THERMM 	 ofs=0032C1E0, sz=208; PIC? xs=152,ys=9,xo=13,yo=514
M_THERML 	 ofs=0032C250, sz=140; 
M_ENDGAM 	 ofs=0032C2B0, sz=2180; PIC? xs=152,ys=113,xo=15,yo=522
M_PAUSE  	 ofs=0032C770, sz=1408; PIC? xs=152,ys=69,xo=15,yo=522
M_MESSG  	 ofs=0032CA70, sz=2448; PIC? xs=152,ys=118,xo=15,yo=522
M_MSGON  	 ofs=0032CE60, sz=628; 
M_MSGOFF 	 ofs=0032CFD0, sz=728; 
M_EPISOD 	 ofs=0032D140, sz=3404; PIC? xs=152,ys=173,xo=15,yo=522
M_EPI1   	 ofs=0032D770, sz=4908; PIC? xs=152,ys=263,xo=15,yo=522
M_EPI2   	 ofs=0032DEE0, sz=4220; PIC? xs=152,ys=228,xo=15,yo=522
M_EPI3   	 ofs=0032E5D0, sz=1784; PIC? xs=152,ys=90,xo=15,yo=522
M_HURT   	 ofs=0032E910, sz=3232; PIC? xs=152,ys=184,xo=15,yo=522
M_JKILL  	 ofs=0032EF40, sz=4248; PIC? xs=152,ys=246,xo=15,yo=522
M_ROUGH  	 ofs=0032F670, sz=4320; PIC? xs=152,ys=248,xo=16,yo=522
M_SKILL  	 ofs=0032FDC0, sz=4396; PIC? xs=152,ys=236,xo=15,yo=522
M_NEWG   	 ofs=00330570, sz=2452; PIC? xs=152,ys=121,xo=15,yo=522
M_ULTRA  	 ofs=00330A40, sz=3632; PIC? xs=152,ys=199,xo=15,yo=522
M_NMARE  	 ofs=00331100, sz=2636; PIC? xs=152,ys=124,xo=19,yo=-2041
M_SVOL   	 ofs=00331720, sz=3192; PIC? xs=152,ys=168,xo=15,yo=522
M_OPTTTL 	 ofs=00331D20, sz=2164; PIC? xs=152,ys=100,xo=15,yo=522
M_SAVEG  	 ofs=00332130, sz=2364; PIC? xs=152,ys=125,xo=15,yo=-1017
M_LOADG  	 ofs=003325B0, sz=2332; PIC? xs=152,ys=125,xo=15,yo=-1017
M_DISP   	 ofs=00332A40, sz=1692; PIC? xs=152,ys=87,xo=15,yo=522
M_MSENS  	 ofs=00332DE0, sz=3920; PIC? xs=152,ys=206,xo=15,yo=522
M_GDHIGH 	 ofs=00333440, sz=996; 
M_GDLOW  	 ofs=00333600, sz=800; 
M_DETAIL 	 ofs=003337E0, sz=3300; PIC? xs=152,ys=174,xo=15,yo=522
M_DISOPT 	 ofs=00333E50, sz=4268; PIC? xs=152,ys=212,xo=15,yo=522
M_SCRNSZ 	 ofs=00334590, sz=2852; PIC? xs=152,ys=140,xo=15,yo=522
M_SGTTL  	 ofs=00334A40, sz=2796; PIC? xs=152,ys=137,xo=15,yo=522
M_LGTTL  	 ofs=00334F50, sz=2796; PIC? xs=152,ys=137,xo=15,yo=522
M_SFXVOL 	 ofs=003354B0, sz=2520; PIC? xs=152,ys=133,xo=15,yo=522
M_MUSVOL 	 ofs=00335A30, sz=2976; PIC? xs=152,ys=156,xo=15,yo=522
M_LSLEFT 	 ofs=00336000, sz=192; PIC? xs=8,ys=14,xo=3,yo=11
M_LSCNTR 	 ofs=003360C0, sz=192; 
M_LSRGHT 	 ofs=00336140, sz=192; PIC? xs=8,ys=14,xo=3,yo=11
BRDR_TL  	 ofs=00336200, sz=44; PIC? xs=3,ys=3,xo=-5,yo=-5
BRDR_T   	 ofs=00336230, sz=104; 
BRDR_TR  	 ofs=00336280, sz=44; PIC? xs=3,ys=3,xo=0,yo=-5
BRDR_L   	 ofs=003362B0, sz=60; PIC? xs=3,ys=8,xo=-5,yo=0
BRDR_R   	 ofs=003362F0, sz=60; PIC? xs=3,ys=8,xo=0,yo=0
BRDR_BL  	 ofs=00336330, sz=44; PIC? xs=3,ys=3,xo=-5,yo=0
BRDR_B   	 ofs=00336360, sz=104; PIC? xs=152,ys=8,xo=3,yo=514
BRDR_BR  	 ofs=003363B0, sz=44; PIC? xs=3,ys=3,xo=0,yo=0
WIOSTK   	 ofs=003363E0, sz=1084; PIC? xs=152,ys=55,xo=12,yo=514
WIOSTI   	 ofs=00336620, sz=1184; PIC? xs=152,ys=59,xo=12,yo=514
WIF      	 ofs=003368B0, sz=1844; PIC? xs=152,ys=92,xo=12,yo=522
WIMSTT   	 ofs=00336C50, sz=1156; PIC? xs=168,ys=62,xo=12,yo=520
WIOSTS   	 ofs=00336E90, sz=1076; PIC? xs=152,ys=54,xo=12,yo=514
WIOSTF   	 ofs=003370D0, sz=272; PIC? xs=152,ys=14,xo=12,yo=514
WITIME   	 ofs=00337180, sz=880; PIC? xs=152,ys=45,xo=12,yo=514
WIPAR    	 ofs=00337360, sz=808; PIC? xs=152,ys=41,xo=12,yo=514
WIMSTAR  	 ofs=00337530, sz=860; PIC? xs=152,ys=47,xo=12,yo=514
WIMINUS  	 ofs=00337730, sz=80; 
WIPCNT   	 ofs=00337760, sz=264; PIC? xs=152,ys=13,xo=12,yo=514
WINUM0   	 ofs=00337810, sz=228; PIC? xs=152,ys=11,xo=12,yo=514
WINUM1   	 ofs=003378A0, sz=136; PIC? xs=7,ys=12,xo=0,yo=0
WINUM2   	 ofs=00337930, sz=244; PIC? xs=152,ys=11,xo=12,yo=514
WINUM3   	 ofs=003379D0, sz=236; PIC? xs=152,ys=11,xo=12,yo=514
WINUM4   	 ofs=00337A60, sz=212; PIC? xs=152,ys=11,xo=12,yo=514
WINUM5   	 ofs=00337AF0, sz=244; PIC? xs=152,ys=11,xo=12,yo=514
